A4,A5
5,"Become an all-rounder student, opportunity to go on overseas exchange program and overseas community involvement project."
4,
4,Expanding my network and build a foundation to prepare me for my career.
4,To do what i want
4,
3,Graduate with a degree. Experience a university education. Make new friends. Find out more about research. Experience hall life. Minor in Physics. Experience a good traditional lecture and tutorial.
3,"Gain more insights into my field of studies, and have the most fun, and take up many new skills."
2,Get a degree.
5,Experiencing the diversity of university life
5,-
4,
3,
3,Getting a basic degree for career advancement.
3,Widen my network
4,"Good academic results, research and internship experiences."
4,To broaden my knowledge and get a decent job after I graduate
5,Get university degree and experience university life
4,"Gain more practical knowledge of engineering, get a degree, networking."
3,Degree
4,gain skills and exposure  interaction with students of different background
4,Meet friends and to understand that not everything is about studying.
4,Learn coding
4,To prepare me in workforce and fulfil my dream
4,Pick up more skills and further cultivate my interests while have great academic semensters
4,get a good degree to apply for a job
4,"earn knowledge, make friends and become more confident and prepare myself to career."
4,"Obtain a holistic education, meet new people, be challenged."
4,Gain sufficient knowledge for future career development and know more friends.
4,World Class Education  Well recognized Degree
4,Obtaining a degree and meet new friends
4,High quality of learning expencience
5,
3,
4,Obtain greater knowledge and graduate with a bachelor degree
3,
4,To graduate with a minimum of 2nd upper Hons.
4,Able to expose to the topics and work environment that I will be working in the future and also to widen my connections.
4,
4,Graduation and obtain the degree certificate
4,To further my understanding of software development.
4,nil
4,Obtain a degree while having an enriching school life
5,
4,
5,Possess a strong and solid knowledge to enhance my learming skills and prepare myself for future endeavour.
4,- get my degree  - meet new people  - take up a cca of interest
2,
4,1) expose myself to different recreational activities  2) find likeminded peope to join competitions and learn together
4,76
4,Learn the skills that I need for my future career
5,
4,To get a degree and participate in campus activities.
4,Obtain a degree certificate  Improve my CV with experience obtained in NTU  Prepare for working life
4,
5,Study well and graduate with a degree  Make new friends
4,
4,
3,graduation
4,
4,Getting to know myself better
3,Gain knowledge and skills required in industry.  Broaden social circle.
4,Obtain my degree gain new insights meet new people
4,Develop myself as a better individual
4,Graduate peacefully with a GPA of 5.1
5,Get Degree?
3,To learn. To gain knowledge. To acquire technical skills which are relevant to the industry of my choice.
4,-build connections  -learn useful skills
5,Joining more campus activities and learn more about the industry.
4,
4,
5,Social networking
5,Secure > 4.00 CAP Involving in community service events
4,Good grades
4,
5,Progressively improving for my academic and social networking
5,To get my degree and make as many connections and friends as I can.
5,Have fun and enjoy learning
4,"Gain a good degree, learn from the best, network for future career developments, make friends, have a vibrant and fun school life."
4,education and opportunity
2,"Go on exchange, graduate with at least 2nd upper class"
4,Getting a degree
4,New experiences.
5,Graduate with first class
4,Graduate with a second class honours and make good friends that will last after uni.
4,Graduate with a degree of first class honours and be equipped with skills that I'll need in future.
4,-
3,complete degree
4,Acquire skills required for my future career  Have a fulfilling university experience  Join hall activities and make new friends
4,Learn the necessary skills and knowledge to be a competent engineer.  have an enriching experience in my CCA  Get to know like minded people
